,Rank,Country,Player,Accuracy,Play Count,Performance,SS,S,A
23,2224,Japan,Nobuchi-,99.25%,"51,021","9,129",46,543,817
24,2225,Greece,LaKnox,98.97%,"70,089","9,128",140,"2,130","1,439"
25,2226,Spain,Sumo de Laranja,98.04%,"104,410","9,128",335,"1,839","2,933"
26,2227,Italy,DT-sama,98.82%,"195,402","9,127",76,"1,859","2,114"
27,2228,Japan,UDQN,98.75%,"59,907","9,125",262,"1,718",895
28,2229,Chile,Criss,98.92%,"90,758","9,125",179,"2,050","2,823"
29,2230,China,Neet Sama,93.72%,"98,344","9,123",36,"1,935","1,153"
30,2231,Russian Federation,gamer228666,98.09%,"24,002","9,123",100,753,397
31,2232,Russian Federation,_WarGhost_,98.71%,"63,911","9,122",75,"1,045","1,246"
32,2233,Estonia,Pure Hybrid,97.42%,"98,348","9,121",3,282,654
33,2234,Argentina,ABSOLUTE EPIC 2,97.90%,"50,183","9,121",82,"1,008","2,258"
34,2235,Lithuania,Kosmonautas,98.67%,"61,649","9,121",74,858,"1,631"
35,2236,United States,Vertarix,99.01%,"59,841","9,118",33,"1,054",933
36,2237,Japan,Valtz,99.04%,"85,837","9,117",52,"1,302","1,397"
37,2238,Singapore,Rtyzen,96.07%,"50,587","9,116",82,"1,677","1,418"
38,2239,France,ElektroFire,98.90%,"45,147","9,115",172,"1,769","2,053"
39,2240,Germany,Nue Houjuu,99.18%,"69,286","9,115",18,737,651
40,2241,Uruguay,-Ritsumi-,98.39%,"179,148","9,114",206,"2,230","1,744"
41,2242,Ukraine,-forestguy-,98.69%,"37,932","9,114",44,740,"1,232"
42,2243,Russian Federation,Vincent Low,95.09%,"51,543","9,112",14,138,699
43,2244,Israel,namewithnumber9,99.09%,"65,798","9,112",395,"1,203",424
44,2245,Japan,Gshp_Szk,99.52%,"45,377","9,112",104,846,"1,827"
45,2246,Spain,JrSzZ,96.06%,"59,888","9,112",5,236,325
46,2247,Russian Federation,Kinoro,99.47%,"84,120","9,111","1,158","2,633","1,851"
47,2248,Taiwan,step_201064,98.74%,"99,866","9,110",25,918,"1,384"
48,2249,France,Haynoru,99.40%,"134,132","9,110",89,"3,168","1,919"
49,2250,Australia,Goodie,98.46%,"109,011","9,110",70,"1,030","1,210"
0,2251,Russian Federation,Beatrix,99.05%,"54,730","9,108",77,971,"1,821"
1,2252,Czech Republic,Fadeaway,95.77%,"93,770","9,106",150,"1,675","1,483"
2,2253,Australia,Downsy,97.83%,"61,721","9,103","1,174","1,340",605
3,2254,France,Raspigaous_GG,98.49%,"93,267","9,103",54,813,"1,415"
4,2255,Canada,StreaminDemon,99.02%,"122,524","9,102","2,573","22,484",904
5,2256,Australia,Vordi,97.15%,"64,477","9,101",58,774,753
6,2257,United Kingdom,Gazzzaa,95.48%,"116,664","9,100",38,828,"1,651"
7,2258,Australia,Kano,99.30%,"130,424","9,100",990,"1,961","2,752"
8,2259,United Kingdom,SteffoST,98.37%,"57,420","9,100",44,"1,064","1,443"
9,2260,Ecuador,Millesimale,95.23%,"59,785","9,099",7,278,721
10,2261,Russian Federation,Kargondz,98.17%,"110,239","9,099",115,702,"1,162"
11,2262,China,[HR-D3],98.96%,"39,487","9,099",18,867,939
12,2263,Chile,-Abdul,99.23%,"96,658","9,098",177,723,229
13,2264,Ireland,Kujinn,97.88%,"127,109","9,098",38,866,949
14,2265,Hong Kong,Nsn,97.32%,"68,341","9,097",60,504,259
15,2266,Denmark,Hestai,97.01%,"104,357","9,096",3,220,773
16,2267,France,Julian Alaph,97.57%,"51,462","9,096",97,825,867
17,2268,New Zealand,Youitchi,99.22%,"57,759","9,095",392,"1,594",727
18,2269,United States,Ootsuha,98.90%,"49,098","9,095",151,988,"1,313"
19,2270,United Kingdom,notelock,98.23%,"74,780","9,094",12,441,972
20,2271,Austria,Sogari,98.55%,"85,919","9,093",105,"1,499","1,410"
21,2272,South Korea,fripSide,98.06%,"95,567","9,093",379,"1,254","1,093"
22,2273,United Kingdom,KiTeaa,97.23%,"65,303","9,092",152,"1,187",410
23,2274,South Korea,Toumei Dragon,98.62%,"137,862","9,089",37,"1,130","1,205"
24,2275,United States,Sp0rk,98.81%,"105,051","9,088",45,628,"1,247"
25,2276,France,[ Lili ] 2,98.64%,"106,714","9,088",54,"1,183","1,109"
26,2277,Japan,Satellite,99.28%,"51,057","9,088",386,"2,965",611
27,2278,Portugal,Netizz,98.68%,"138,135","9,088",63,"1,005","1,923"
28,2279,South Korea,NatsuHara,98.42%,"57,949","9,088",24,679,986
29,2280,Germany,Regi,98.86%,"41,855","9,087",20,422,"1,296"
30,2281,United States,Paka,98.50%,"63,097","9,087",133,677,"1,055"
31,2282,Norway,YokesPai,97.55%,"67,647","9,086",39,"1,185",868
32,2283,Germany,Sh4rq_,98.32%,"36,385","9,086",20,541,971
33,2284,United States,4 Fun Gaymer,98.20%,"93,316","9,084",17,397,"1,098"
34,2285,El Salvador,Stalemated,96.76%,"93,805","9,083",113,715,"1,780"
35,2286,Poland,Kayrem,97.66%,"46,543","9,080",86,493,481
36,2287,Germany,Karmagyre,99.16%,"103,244","9,080","1,844","3,340","2,028"
37,2288,Chile,iPuncake,99.08%,"91,795","9,080",118,"1,960","1,468"
38,2289,China,Latrio,97.74%,"136,681","9,078",269,"5,365",630
39,2290,Germany,Megure,99.20%,"129,368","9,077",401,"2,836","1,516"
40,2291,Indonesia,Reishi,99.26%,"21,467","9,077",21,171,226
41,2292,Russian Federation,DedPush,99.25%,"30,574","9,077",102,574,795
42,2293,United States,TrickyPugster,92.86%,"62,311","9,076",4,62,216
43,2294,United States,Cracento,96.54%,"35,715","9,076",27,171,216
44,2295,Sweden,TOnyrino,99.00%,"25,901","9,076",189,"1,271","1,567"
45,2296,Poland,3301,95.80%,"66,217","9,076",7,581,"1,387"
46,2297,Taiwan,CK_Yuki,98.10%,"84,083","9,074",36,877,906
47,2298,Russian Federation,temka na,97.88%,"63,818","9,074",22,423,889
48,2299,United States,Uruha Rushia,98.24%,"53,743","9,073",37,878,"2,047"
49,2300,Germany,FlyingSpoon7,98.16%,"94,877","9,071",291,"1,290",903
0,2301,Russian Federation,kTN,97.78%,"140,480","9,071",89,"1,249","1,496"
1,2302,United States,Tablet Pen,97.79%,"54,213","9,070",49,353,241
2,2303,Poland,-Sylvari,98.34%,"81,572","9,070",82,"1,264","1,264"
3,2304,Canada,ItWiStNiPpLeSv2,99.10%,"81,507","9,070",158,"2,831",907
4,2305,Australia,ithgyu,99.06%,"60,168","9,069",33,996,"1,321"
5,2306,Poland,Timberly,97.19%,"121,244","9,069",6,354,790
6,2307,Russian Federation,owoKouoo,99.21%,"90,725","9,068",211,"2,082","2,543"
7,2308,Brazil,Tusk,98.55%,"153,103","9,067",29,152,140
8,2309,France,zizikhiel,98.09%,"29,044","9,067",16,456,917
9,2310,South Korea,SaveMyLife,98.80%,"68,163","9,065",125,"1,186",551
10,2311,France,Nyuchikin,97.65%,"76,705","9,064",21,457,"1,624"
11,2312,South Korea,Mirinae-,97.83%,"63,455","9,060",46,606,"1,222"
12,2313,United States,Rayzent,99.31%,"84,153","9,060",173,"2,053","1,899"
13,2314,Ukraine,netwhynot,97.42%,"83,154","9,059",28,574,856
14,2315,Canada,Hakurae,99.36%,"61,543","9,058",194,"1,595","1,153"
15,2316,Italy,-Andrea,96.95%,"47,117","9,058",33,508,302
16,2317,Moldova,Strellnikoff,97.38%,"78,033","9,057",2,270,829
17,2318,Poland,Filipuer,96.42%,"55,183","9,057",41,517,502
18,2319,Finland,Muuki,98.71%,"125,827","9,057",333,"3,910","1,379"
19,2320,Finland,Eliaasi,97.15%,"106,170","9,056",107,936,474
20,2321,China,[Kaffu Chile],98.83%,"129,957","9,056",123,"1,053","1,576"
21,2322,Italy,Kirin,98.75%,"112,164","9,055",92,"1,216","1,162"
22,2323,Brazil,rinuu,96.44%,"48,834","9,054",57,726,722
23,2324,South Korea,[Soju_Desu],97.51%,"70,498","9,053",88,"1,278","1,031"
24,2325,Brazil,Miwari,99.10%,"82,200","9,053",855,886,746
25,2326,United States,maids,98.64%,"49,655","9,052",35,734,"1,206"
26,2327,United States,Lovestruck,98.75%,"76,032","9,051",63,607,583
27,2328,Canada,Chrll,99.12%,"43,461","9,049",151,"1,418",783
28,2329,Ireland,M a t t y,98.59%,"139,960","9,049",53,360,504
29,2330,United States,Venpris,97.39%,"87,392","9,048",134,"1,062","1,316"
30,2331,Russian Federation,-Deity-,98.78%,"88,786","9,048",72,"1,243","1,924"
31,2332,Sweden,yummy pillow,98.86%,"54,466","9,048",8,122,240
32,2333,Spain,CapoeiraDoMorte,99.04%,"133,868","9,048",40,"1,091","1,300"
33,2334,Australia,Arkyon,96.90%,"67,709","9,047",87,854,832
34,2335,Taiwan,Spinesnight,98.53%,"119,466","9,047",107,"3,016","1,434"
35,2336,Brazil,fabriciorby,98.97%,"92,180","9,046",717,"1,417",76
36,2337,Poland,Kasztann,98.12%,"82,918","9,044",16,452,602
37,2338,Russian Federation,kokiton,98.87%,"125,871","9,043",165,"3,470","1,164"
38,2339,Thailand,D_DestiNyZ,96.63%,"62,237","9,043",2,381,845
39,2340,Germany,domplayer,99.24%,"168,055","9,043",295,"4,812","1,986"
40,2341,Singapore,Rtzero,98.28%,"25,712","9,039",0,455,979
41,2342,Russian Federation,Miruku,98.59%,"72,575","9,037",152,"1,485","1,794"
42,2343,Vietnam,_Kuroni_,98.64%,"41,666","9,035",51,384,731
43,2344,Uruguay,Darky 7w7,96.78%,"42,170","9,034",133,606,393
44,2345,United States,Hades,97.65%,"31,310","9,034",47,151,741
45,2346,United States,Chyr,98.11%,"76,975","9,034",206,781,962
46,2347,France,-Sinq-,96.88%,"74,869","9,034",118,"1,171","1,856"
47,2348,Canada,Penguin UwU,99.76%,"80,325","9,034",288,889,623
48,2349,Hungary,RatinA0,97.84%,"103,486","9,033",207,"1,177","1,333"
49,2350,Canada,Flamation,98.45%,"57,126","9,033",19,742,"1,525"
0,2351,China,Weiy,91.71%,"19,060","9,033",2,250,459
1,2352,El Salvador,Chiakemi,99.18%,"90,755","9,033",57,"1,431","1,307"
2,2353,Russian Federation,triesty,95.35%,"57,254","9,032",47,540,915
3,2354,Indonesia,Alice Pi,98.66%,"92,988","9,032",136,737,"1,282"
4,2355,France,Hino,98.76%,"114,567","9,031",201,"1,658","1,740"
5,2356,United States,---,98.40%,"85,942","9,030",28,492,841
6,2357,Russian Federation,MyAngelKashima,98.27%,"58,362","9,030",14,439,837
7,2358,Germany,FroxXyyy,99.26%,"93,738","9,030",273,"1,723","1,134"
8,2359,Poland,Aethus,98.20%,"73,692","9,029",31,330,772
9,2360,Brazil,Hashitora,97.63%,"30,887","9,029",35,174,337
10,2361,Japan,momotayan,98.52%,"52,143","9,027",218,"2,023",533
11,2362,Vietnam,Ui chan,98.82%,"59,303","9,025",86,818,"1,060"
12,2363,Japan,GachiYuri,97.67%,"170,533","9,024",29,"1,084","2,080"
13,2364,Russian Federation,404CombNotFound,97.64%,"68,553","9,022",37,703,"1,249"
14,2365,Australia,Sneakyyy,99.18%,"62,181","9,022",44,134,154
15,2366,United States,DesiredOtaku,97.94%,"69,995","9,022",43,486,"1,072"
16,2367,United Kingdom,zIxWHITExIz,98.16%,"70,150","9,021",566,"4,307","6,483"
17,2368,United States,Solomon,98.12%,"83,174","9,021",27,689,"1,714"
18,2369,China,Pigeons,95.01%,"67,507","9,021",3,450,755
19,2370,Russian Federation,yrik25,87.62%,"61,426","9,020",3,221,343
20,2371,Australia,Shrik,97.28%,"141,496","9,020",23,494,"1,371"
21,2372,Poland,maikuroPoni,98.51%,"73,609","9,019",44,471,929
22,2373,Netherlands,sunui,98.91%,"98,673","9,019",39,764,"1,141"
23,2374,United Kingdom,-Deeline,97.83%,"66,033","9,019",23,581,908
24,2375,Austria,Crypty,98.37%,"85,757","9,018",34,790,702
25,2376,United States,Kachulu,97.32%,"64,680","9,017",16,272,831
26,2377,Uruguay,Shuezi,97.71%,"82,253","9,017",43,"1,628","1,634"
27,2378,Czech Republic,Korny123,98.00%,"72,398","9,016",111,"1,068","1,023"
28,2379,United States,Ducks,97.56%,"143,210","9,016",141,"1,480","1,172"
29,2380,South Korea,Na0,95.94%,"46,752","9,016",22,586,886
30,2381,Switzerland,Mizurii 2,98.98%,"59,263","9,015",107,"1,227","1,582"
31,2382,United States,EML,96.85%,"87,882","9,014",1,179,664
32,2383,Germany,nxaq,97.98%,"76,870","9,013",87,"1,111","1,104"
33,2384,Canada,tateyama,99.37%,"91,314","9,013",63,984,"1,933"
34,2385,Denmark,Akayume,98.63%,"56,048","9,013",215,"1,085","1,239"
35,2386,Netherlands,Mijn Aim Zuigt,98.71%,"59,527","9,013",313,"1,037","1,194"
36,2387,France,cleminiti,99.13%,"96,728","9,012",79,"1,444","1,882"
37,2388,South Korea,What the helll,98.21%,"19,413","9,012",29,451,502
38,2389,Russian Federation,depressedclouds,99.39%,"51,485","9,011",14,616,"2,067"
39,2390,Japan,tsukkiy,96.53%,"123,011","9,011",82,"1,353","1,402"
40,2391,United States,AzureHarp,95.90%,"95,554","9,011",32,670,"3,348"
41,2392,Netherlands,Moosh,98.36%,"71,545","9,010",75,441,621
42,2393,Germany,W3SON,98.98%,"47,810","9,009",139,"1,701","1,146"
43,2394,Japan,Qetto,99.40%,"93,086","9,006",93,"1,495","1,207"
44,2395,United States,Fredward Benson,98.42%,"53,302","9,006",9,377,720
45,2396,Australia,Fighu,96.06%,"52,928","9,006",93,498,499
46,2397,Canada,Fiertwer,95.77%,"58,662","9,005",54,673,747
47,2398,Australia,TTG,96.84%,"114,886","9,005",15,"1,035","1,180"
48,2399,United States,_kola,97.31%,"64,591","9,004",8,222,707
49,2400,Japan,KeigoClear,99.38%,"110,407","9,004",329,960,643
0,2401,United States,Mikah,98.85%,"93,912","9,004",145,"1,450","1,335"
1,2402,United States,[GR]_Ownage,96.46%,"55,800","9,003",6,368,574
2,2403,United Kingdom,Chuffy,97.01%,"67,843","9,002",183,590,"1,027"
3,2404,Austria,Bloody,98.06%,"156,364","8,997",188,832,806
4,2405,Norway,ZestyTea,98.47%,"75,024","8,997",114,"1,108",788
5,2406,Poland,SpeedCore,97.92%,"107,132","8,997",93,380,670
6,2407,South Korea,Mangcha,98.53%,"60,775","8,996",95,"1,049","1,101"
7,2408,Russian Federation,tsun loli,94.44%,"63,134","8,995",22,470,790
8,2409,Hong Kong,Megalomaniac,98.62%,"84,436","8,995",10,935,588
9,2410,Canada,Macho,98.80%,"45,120","8,994",29,536,481
10,2411,China,Hibikom,96.56%,"56,042","8,994",29,657,"1,024"
11,2412,United States,Intex,98.49%,"62,059","8,993",234,"1,040","1,686"
12,2413,Mexico,Lynx-,99.55%,"84,889","8,992",154,"1,026","2,613"
13,2414,Austria,Seamob,98.42%,"43,763","8,987",91,795,"1,426"
14,2415,Poland,migra100,97.41%,"56,411","8,987",24,403,412
15,2416,Russian Federation,v1cks,96.40%,"86,157","8,985",40,662,831
16,2417,United States,Everet,98.36%,"69,943","8,985",65,984,"1,092"
17,2418,Canada,THUNDERCOKC2678,99.11%,"72,951","8,985",354,"1,676","1,525"
18,2419,Germany,Koni Kinmo,98.78%,"47,747","8,984",57,"1,059","1,279"
19,2420,Japan,xpokn,95.47%,"52,704","8,984",68,438,618
20,2421,Poland,_teffek,95.18%,"42,552","8,983",15,301,462
21,2422,United States,- hound -,98.30%,"52,046","8,983",19,364,427
22,2423,United States,SnuffleTruffle,97.50%,"61,085","8,982",35,493,639
23,2424,Japan,Narupo,97.36%,"188,451","8,982",78,"1,951","1,814"
24,2425,Japan,Waddle Dee,98.22%,"52,359","8,982",32,440,483
25,2426,Australia,Prosal,98.97%,"176,193","8,979",166,778,"3,144"
26,2427,Russian Federation,Viyomi,97.94%,"24,698","8,978",10,137,276
27,2428,Russian Federation,PinkiePieQ,98.05%,"57,778","8,977",18,680,681
28,2429,Slovakia,iCurse557,98.70%,"69,299","8,976",17,542,"1,254"
29,2430,Italy,Ang1l,98.95%,"124,937","8,976",324,"1,366",849
30,2431,United States,itskits,98.13%,"77,910","8,976",68,"1,119","2,080"
31,2432,Hong Kong,Rinne Ohara,98.89%,"53,299","8,976",173,"1,258","1,191"
32,2433,Poland,Nexowsky,98.89%,"110,988","8,975",61,786,"1,274"
33,2434,United States,Bredzeus,98.88%,"66,105","8,974",23,959,"1,219"
34,2435,Japan,Schwartz,98.09%,"115,896","8,974",212,"1,230","1,250"
35,2436,South Korea,R2NNY,96.04%,"48,641","8,973",60,537,138
36,2437,Brazil,Procedeus,98.99%,"62,454","8,973",217,"1,152",603
37,2438,Russian Federation,Fall Rain,98.78%,"167,162","8,972",82,815,"1,696"
38,2439,United States,Sage,98.54%,"86,204","8,972",27,"1,053","1,188"
39,2440,Germany,MyAngelSpeed,97.19%,"76,505","8,971",15,737,"1,154"
40,2441,Japan,popo,98.32%,"46,371","8,970",29,751,865
41,2442,Japan,Darrile,99.34%,"143,053","8,970","1,978","5,169",548
42,2443,Japan,Rion-,99.34%,"110,245","8,970",160,"1,460",893
43,2444,South Korea,Mya,97.85%,"78,365","8,969",16,917,"2,107"
44,2445,Singapore,tokaku,98.21%,"102,380","8,968",16,277,372
45,2446,Japan,liruchaaan,97.11%,"45,221","8,968",16,399,649
46,2447,South Korea,Artena,95.83%,"66,276","8,968",50,845,775
47,2448,Spain,-Jos-,95.57%,"110,647","8,967",5,144,189
48,2449,United States,iHotaru,97.47%,"85,091","8,967",35,353,"1,065"
49,2450,Norway,Aksel,97.42%,"76,265","8,966",32,551,"1,482"
0,2451,Spain,Nokuga,93.18%,"85,957","8,966",12,289,516
1,2452,United States,PrimeTime,97.46%,"134,263","8,965",14,632,"2,080"
2,2453,Norway,EiW,98.10%,"85,040","8,964",21,440,814
3,2454,South Korea,239,99.15%,"92,213","8,964",99,"1,425",989
4,2455,China,- Angel Dust -,98.92%,"111,986","8,962",192,"2,547",662
5,2456,France,Masaato,96.06%,"125,017","8,961",11,423,401
6,2457,Canada,lolwaterbottle,98.93%,"25,173","8,961",10,398,731
7,2458,United States,FrenZ396,99.06%,"80,740","8,960",108,"1,432","1,499"
8,2459,Malaysia,RelaxingTuna,97.76%,"47,824","8,958",14,635,606
9,2460,United States,Hanamii,98.01%,"82,349","8,957",53,301,"1,220"
10,2461,Philippines,bol,97.07%,"32,969","8,956",8,210,548
11,2462,Canada,Vonshlovens,97.66%,"107,021","8,956",42,897,837
12,2463,United Kingdom,Yusomi,98.16%,"162,345","8,956",115,"2,275","1,579"
13,2464,Cambodia,YuuSakku,98.08%,"49,341","8,955",99,866,807
14,2465,South Korea,Megii,98.71%,"92,885","8,955",47,750,887
15,2466,France,Dpistacha,98.29%,"112,483","8,954",62,687,"1,396"
16,2467,Poland,TheRedMati,98.46%,"44,942","8,954",63,786,"1,728"
17,2468,Venezuela,-Dreamless,98.89%,"105,620","8,954",44,"2,176","2,425"
18,2469,South Korea,rnfma6228,96.31%,"37,234","8,954",43,542,726
19,2470,South Korea,hansung2383,97.37%,"67,563","8,953",36,628,480
20,2471,Netherlands,Knakworst,98.37%,"74,213","8,953",68,534,537
21,2472,Russian Federation,YeeI,97.18%,"239,542","8,953",253,"3,705",716
22,2473,Finland,Joo,96.07%,"75,745","8,952",8,533,"1,180"
23,2474,Hong Kong,MatchaPizza,98.58%,"37,971","8,950",114,"1,275","1,131"
24,2475,Indonesia,Firia,99.39%,"21,150","8,950",81,500,644
25,2476,Poland,Niko,98.86%,"75,447","8,950",6,137,165
26,2477,Italy,toom,96.87%,"59,047","8,949",10,233,451
27,2478,New Zealand,kurume,99.20%,"90,514","8,947",65,592,"1,179"
28,2479,Denmark,Emilly,97.24%,"95,395","8,946","2,866","7,317","5,575"
29,2480,United States,pel,99.13%,"44,651","8,946",155,"1,068","1,400"
30,2481,Singapore,CryingWaff,98.59%,"64,171","8,945",59,831,704
31,2482,Russian Federation,henpai472,98.27%,"98,964","8,944",61,"1,403","1,016"
32,2483,Russian Federation,ImReallyMonika,95.90%,"67,095","8,944",111,"1,256",934
33,2484,Chile,kafaN,99.34%,"172,264","8,944","2,360","1,164",182
34,2485,Russian Federation,RussianSoup,96.37%,"59,576","8,943",32,570,615
35,2486,Sweden,Jairod,99.68%,"108,478","8,943","3,560","4,386","2,953"
36,2487,United States,Shiviel,97.85%,"43,691","8,942",37,"1,014","1,418"
37,2488,United States,Useless95,97.52%,"79,366","8,942",19,924,"1,439"
38,2489,Canada,Boy,97.45%,"120,504","8,942",128,"1,389",331
39,2490,United States,Suudo,96.87%,"139,066","8,941",10,449,"1,519"
40,2491,Norway,Utanishu,98.50%,"75,192","8,941",180,"1,118","1,382"
41,2492,United States,Lap,98.69%,"105,839","8,940",94,628,320
42,2493,Uruguay,Madozito,98.53%,"135,802","8,939",152,"2,136","1,981"
43,2494,Sweden,Nesnen,99.07%,"84,624","8,939",161,"1,684","1,701"
44,2495,Philippines,Ceiza,99.15%,"93,230","8,939",322,"1,903","1,411"
45,2496,North Macedonia,haiks,97.35%,"46,157","8,938",67,531,756
46,2497,United Kingdom,kjuszino,97.34%,"145,956","8,938",143,718,"1,419"
47,2498,Argentina,xci,97.49%,"50,271","8,937",39,739,698
48,2499,Brazil,ToyBreak,97.36%,"118,278","8,936",38,516,805
49,2500,Philippines,AmpleBot,97.21%,"116,341","8,936",5,"1,078",750
0,2501,Hong Kong,wingnok123,91.31%,"51,588","8,936",0,67,148
1,2502,Germany,FeyCeNn,98.23%,"63,407","8,936",86,922,"1,558"
2,2503,Brazil,Floaddy,99.00%,"48,043","8,935",210,741,334
3,2504,Indonesia,Naikaze,98.77%,"95,850","8,935",23,355,504
4,2505,France,Naie,98.92%,"83,494","8,934",80,"1,265","1,437"
5,2506,United States,Fametime,97.49%,"65,333","8,934",12,272,394
6,2507,Argentina,Rimi,98.78%,"82,417","8,934",231,"3,444",620
7,2508,United States,real mizaru,93.14%,"21,402","8,931",3,75,168
8,2509,Denmark,MinecraftSteve,97.99%,"42,059","8,930",31,506,938
9,2510,Belarus,_kyky_,98.10%,"73,547","8,930",27,623,779
10,2511,Norway,noz,98.85%,"104,565","8,928",107,"1,722","1,853"
11,2512,Kazakhstan,teach to play,98.92%,"83,225","8,928",31,592,817
12,2513,United Kingdom,Appilesh,98.76%,"91,158","8,926",59,585,"1,149"
13,2514,Norway,Espaas,99.26%,"120,170","8,925","1,436","2,676","1,621"
14,2515,France,Zenoha,99.13%,"59,798","8,925",362,"2,715","1,067"
15,2516,Germany,Keguro,96.99%,"90,406","8,924",9,460,994
16,2517,Japan,-Zelos-,98.80%,"83,195","8,924",197,"1,684","1,036"
17,2518,Italy,Gigen,95.67%,"103,820","8,924",24,340,950
18,2519,Brazil,Polaco,98.57%,"112,284","8,923",263,"1,919","1,187"
19,2520,Poland,Moreon,98.84%,"75,825","8,922",63,566,938
20,2521,Brazil,Rosaria,99.01%,"100,446","8,922",568,"1,172",771
21,2522,Japan,PuchiSasami,98.01%,"49,409","8,921",31,294,295
22,2523,China,Doma Umaru,97.88%,"143,670","8,919",90,"2,598","1,292"
23,2524,Portugal,Ohmm,96.76%,"59,895","8,919",16,196,346
24,2525,United States,ItsBryanM8,97.81%,"58,488","8,918",208,"1,790","1,715"
25,2526,United States,Tyrone,97.01%,"80,917","8,917",61,786,"1,035"
26,2527,United Kingdom,Galedrifter,99.52%,"48,810","8,916",119,"1,057",983
27,2528,Sweden,japanese maid,98.67%,"76,595","8,916",59,"1,055","1,202"
28,2529,Australia,VermilionEagle,98.76%,"62,891","8,915",43,678,528
29,2530,Poland,Chubery,99.17%,"66,888","8,915",62,"1,152",878
30,2531,Saudi Arabia,Wanses,97.50%,"77,785","8,914",105,846,782
31,2532,Italy,Davidozzo,98.16%,"83,791","8,912",152,"1,003","1,485"
32,2533,Poland,ignakos,95.71%,"46,179","8,911",1,133,583
33,2534,Sweden,Orange Mushroom,98.74%,"64,109","8,910",188,"1,345","1,447"
34,2535,Finland,TehJulppu,97.45%,"86,270","8,910",6,244,617
35,2536,United States,Jensen,98.99%,"108,228","8,907",226,957,"1,042"
36,2537,Hong Kong,Chaoslitz,99.99%,"102,854","8,905","6,900",540,0
37,2538,Argentina,Uberlegen,97.94%,"88,873","8,905",76,723,"1,935"
38,2539,Russian Federation,Moboi,99.02%,"73,075","8,904",85,786,"1,305"
39,2540,New Zealand,fumes,97.03%,"77,705","8,903",32,431,984
40,2541,Turkey,Seigi,98.10%,"82,605","8,900",70,601,469
